,core,degree,h,influence,u
0,113,163,113,21.09799999999999,199059
1,113,163,113,21.008000000000035,131740
2,113,264,113,20.786999999999992,72210
3,113,163,113,20.621000000000027,67024
4,113,114,113,20.298000000000002,286311
5,113,164,113,20.25900000000003,174700
6,113,156,113,20.01800000000002,272552
7,113,156,113,19.948999999999984,185173
8,113,160,113,19.808000000000032,141841
9,113,179,113,19.744000000000028,40108
10,113,155,113,19.68000000000001,223457
11,113,161,113,19.590000000000025,149143
12,113,128,113,19.546000000000056,286307
13,113,157,113,19.492000000000026,4496
14,113,147,113,19.491000000000025,257018
15,113,153,113,19.480999999999987,76323
16,113,153,113,19.442,257012
17,113,215,113,19.441000000000038,116246
18,113,156,113,19.32900000000002,286309
19,113,146,113,19.28100000000004,162943
20,113,162,113,19.243000000000016,30815
21,113,143,113,19.198,270050
22,113,150,113,19.15899999999998,257533
23,113,120,113,19.15000000000002,229756
24,113,144,113,19.08100000000001,257021
25,113,114,113,19.069000000000027,55885
26,113,116,113,19.06199999999998,286323
27,113,157,113,19.049999999999983,238302
28,113,114,113,18.98900000000001,286352
29,113,151,113,18.834999999999997,121117
30,113,113,113,18.728000000000016,286319
31,113,121,113,18.713999999999977,286322
32,113,148,113,18.695000000000014,261762
33,113,120,113,18.693000000000005,165355
34,113,155,113,18.689000000000007,70089
35,113,114,113,18.650000000000013,294936
36,113,218,113,18.632000000000005,31470
37,113,170,113,18.501999999999995,20503
38,113,155,113,18.381999999999984,257023
39,113,116,113,18.33699999999998,286358
40,113,113,113,18.319000000000006,286320
41,113,127,113,18.305999999999983,65957
42,113,113,113,18.189999999999998,306215
43,113,113,113,18.187999999999978,286354
44,113,126,113,18.164999999999985,114253
45,113,144,113,18.157999999999987,257020
46,113,118,113,18.12500000000002,178333
47,113,122,113,18.075,48525
48,113,131,113,18.072000000000013,115457
49,113,124,113,18.057000000000016,193651
